0.1;1;50;0.02;3690
0.2;1;50;0.02;1360
0.3;1;50;0.02;962
0.4;1;50;0.02;809
0.5;1;50;0.02;841
0.6;1;50;0.02;888
0.7;1;50;0.02;921
0.8;1;50;0.02;830
0.9;1;50;0.02;828
1;1;50;0.02;834
1.1;1;50;0.02;885
1.2;1;50;0.02;885
1.3;1;50;0.02;858
1.4;1;50;0.02;902
1.5;1;50;0.02;864
1.6;1;50;0.02;974
1.7;1;50;0.02;905
1.8;1;50;0.02;846
1.9;1;50;0.02;827
2;1;50;0.02;840
2.1;1;50;0.02;835
2.2;1;50;0.02;892
2.3;1;50;0.02;831
2.4;1;50;0.02;875
2.5;1;50;0.02;873
2.6;1;50;0.02;895
2.7;1;50;0.02;846
2.8;1;50;0.02;856
2.9;1;50;0.02;917
3;1;50;0.02;857
3.1;1;50;0.02;847
3.2;1;50;0.02;940
3.3;1;50;0.02;874
3.4;1;50;0.02;861
3.5;1;50;0.02;934
3.6;1;50;0.02;830
3.7;1;50;0.02;843
3.8;1;50;0.02;829
3.9;1;50;0.02;854
4;1;50;0.02;861
4.1;1;50;0.02;895
4.2;1;50;0.02;909
4.3;1;50;0.02;827
4.4;1;50;0.02;892
4.5;1;50;0.02;850
4.6;1;50;0.02;861
4.7;1;50;0.02;799
4.8;1;50;0.02;916
4.9;1;50;0.02;819
5;1;50;0.02;837
5.1;1;50;0.02;864
5.2;1;50;0.02;850
5.3;1;50;0.02;814
5.4;1;50;0.02;826
5.5;1;50;0.02;854
5.6;1;50;0.02;874
5.7;1;50;0.02;812
5.8;1;50;0.02;850
5.9;1;50;0.02;845
6;1;50;0.02;853
6.1;1;50;0.02;838
6.2;1;50;0.02;811
6.3;1;50;0.02;828
6.4;1;50;0.02;836
6.5;1;50;0.02;878
6.6;1;50;0.02;818
6.7;1;50;0.02;826
6.8;1;50;0.02;839
6.9;1;50;0.02;863
7;1;50;0.02;835
7.1;1;50;0.02;834
7.2;1;50;0.02;864
7.3;1;50;0.02;863
7.4;1;50;0.02;861
7.5;1;50;0.02;840
7.6;1;50;0.02;814
7.7;1;50;0.02;794
7.8;1;50;0.02;894
7.9;1;50;0.02;832
8;1;50;0.02;848
8.1;1;50;0.02;875
8.2;1;50;0.02;870
8.3;1;50;0.02;843
8.4;1;50;0.02;827
8.5;1;50;0.02;792
8.6;1;50;0.02;809
8.7;1;50;0.02;813
8.8;1;50;0.02;901
8.9;1;50;0.02;913
9;1;50;0.02;859
9.1;1;50;0.02;895
9.2;1;50;0.02;885
9.3;1;50;0.02;870
9.4;1;50;0.02;804
9.5;1;50;0.02;872
9.6;1;50;0.02;887
9.7;1;50;0.02;835
9.8;1;50;0.02;830
9.9;1;50;0.02;818
10;1;50;0.02;771
10.1;1;50;0.02;949
10.2;1;50;0.02;889
10.3;1;50;0.02;856
10.4;1;50;0.02;846
10.5;1;50;0.02;849
10.6;1;50;0.02;893
10.7;1;50;0.02;880
10.8;1;50;0.02;893
10.9;1;50;0.02;851
11;1;50;0.02;801
11.1;1;50;0.02;877
11.2;1;50;0.02;815
11.3;1;50;0.02;843
11.4;1;50;0.02;845
11.5;1;50;0.02;903
11.6;1;50;0.02;846
11.7;1;50;0.02;854
11.8;2;73;0.0273973;48927
11.9;2;73;0.0273973;1869
12;2;73;0.0273973;1762
12.1;2;73;0.0273973;31454
12.2;2;73;0.0273973;1775
12.3;2;73;0.0273973;1654
12.4;2;73;0.0273973;1632
12.5;2;73;0.0273973;1665
12.6;2;73;0.0273973;1948
12.7;2;73;0.0273973;1805
12.8;2;73;0.0273973;1717
12.9;2;73;0.0273973;1629
13;2;73;0.0273973;1725
13.1;2;73;0.0273973;1698
13.2;2;73;0.0273973;1731
13.3;2;73;0.0273973;1748
13.4;2;73;0.0273973;1637
13.5;2;73;0.0273973;1643
13.6;2;73;0.0273973;1745
13.7;2;73;0.0273973;1651
13.8;2;73;0.0273973;1616
13.9;2;73;0.0273973;1701
14;2;73;0.0273973;1745
14.1;2;73;0.0273973;1711
14.2;2;73;0.0273973;1652
14.3;2;73;0.0273973;1693
14.4;2;69;0.0289855;1677
14.5;2;69;0.0289855;1669
14.6;2;69;0.0289855;1644
14.7;2;69;0.0289855;1685
14.8;2;69;0.0289855;1797
14.9;2;69;0.0289855;1655
15;2;69;0.0289855;1673
15.1;2;69;0.0289855;1717
15.2;2;69;0.0289855;1738
15.3;3;84;0.0357143;2361
15.4;3;84;0.0357143;2613
15.5;3;84;0.0357143;2252
15.6;3;84;0.0357143;2217
15.7;3;84;0.0357143;2234
15.8;3;84;0.0357143;2309
15.9;3;84;0.0357143;2255
16;3;84;0.0357143;2282
16.1;3;84;0.0357143;2281
16.2;3;84;0.0357143;2262
16.3;3;84;0.0357143;2282
16.4;3;84;0.0357143;2205
16.5;3;84;0.0357143;2246
16.6;2;66;0.030303;1691
16.7;2;66;0.030303;1639
16.8;2;66;0.030303;1646
16.9;2;66;0.030303;1690
17;2;66;0.030303;1685
17.1;2;66;0.030303;1700
17.2;2;66;0.030303;1655
17.3;2;66;0.030303;1667
17.4;2;66;0.030303;1679
17.5;2;66;0.030303;1658
17.6;2;66;0.030303;1564
17.7;2;55;0.0363636;1654
17.8;2;55;0.0363636;1583
17.9;2;55;0.0363636;1582
18;2;55;0.0363636;1623
18.1;2;55;0.0363636;1581
18.2;2;55;0.0363636;1611
18.3;2;55;0.0363636;1584
18.4;2;55;0.0363636;1584
18.5;2;55;0.0363636;1756
18.6;2;55;0.0363636;1613
18.7;2;55;0.0363636;1629
18.8;2;55;0.0363636;1624
18.9;2;55;0.0363636;1623
19;2;55;0.0363636;1598
19.1;2;55;0.0363636;1534
19.2;2;55;0.0363636;1671
19.3;2;55;0.0363636;1517
19.4;2;55;0.0363636;1592
19.5;2;55;0.0363636;1787
19.6;2;55;0.0363636;1568
19.7;2;55;0.0363636;1661
19.8;2;55;0.0363636;1555
19.9;2;55;0.0363636;1965
20;2;60;0.0333333;1740
20.1;2;60;0.0333333;1820
20.2;2;60;0.0333333;1806
20.3;2;60;0.0333333;1589
20.4;2;60;0.0333333;1547
20.5;2;60;0.0333333;1571
20.6;2;60;0.0333333;1528
20.7;2;60;0.0333333;1575
20.8;2;60;0.0333333;1498
20.9;2;60;0.0333333;1494
21;2;51;0.0392157;1471
21.1;2;51;0.0392157;1571
21.2;2;51;0.0392157;1529
21.3;2;51;0.0392157;1533
21.4;2;51;0.0392157;1722
21.5;2;51;0.0392157;1604
21.6;2;51;0.0392157;1521
21.7;2;51;0.0392157;32215
21.8;2;51;0.0392157;1747
21.9;2;51;0.0392157;1644
22;2;51;0.0392157;1572
22.1;2;51;0.0392157;1545
22.2;2;51;0.0392157;1434
22.3;2;51;0.0392157;1455
22.4;2;51;0.0392157;1543
22.5;2;51;0.0392157;1559
22.6;2;51;0.0392157;1594
22.7;2;51;0.0392157;1502
22.8;2;51;0.0392157;1548
22.9;2;51;0.0392157;1572
23;2;51;0.0392157;1615
23.1;2;51;0.0392157;1573
23.2;2;51;0.0392157;1597
23.3;2;51;0.0392157;1549
23.4;2;51;0.0392157;1656
23.5;2;51;0.0392157;1509
23.6;2;51;0.0392157;1484
23.7;2;51;0.0392157;1575
